numero_dpe,date_etablissement_dpe,date_fin_validite_dpe,etiquette_dpe,etiquette_ges,type_batiment,periode_construction,surface_habitable_logement,nom_commune_ban,code_insee_ban,conso_5_usages_par_m2_ep,type_parc,station
2273E3127474I,2022-12-22,2032-12-21,F,C,appartement,1948-1974,61.0,Tignes,73296,412.7,existant,Tignes
2273E2758102S,2022-11-21,2032-11-20,D,D,appartement,1948-1974,57.0,Bourg-Saint-Maurice,73054,167.4,existant,Les Arcs / Bourg-Saint-Maurice
2673E0810602A,2026-03-23,2036-03-22,E,C,appartement,2001-2005,145.1,Montvalezan,73176,334.0,existant,La Rosière
2673E0770357D,2026-03-18,2036-03-17,D,B,appartement,1975-1977,24.4,Bourg-Saint-Maurice,73054,256.0,existant,Les Arcs / Bourg-Saint-Maurice
2273E2179025N,2022-09-22,2032-09-21,F,F,appartement,1948-1974,86.0,Bourg-Saint-Maurice,73054,345.9,existant,Les Arcs / Bourg-Saint-Maurice
2173E0327190B,2021-09-15,2031-09-14,E,C,appartement,1978-1982,69.3,Bourg-Saint-Maurice,73054,310.8,existant,Les Arcs / Bourg-Saint-Maurice
2273E2179016E,2022-09-22,2032-09-21,F,F,appartement,1948-1974,72.0,Bourg-Saint-Maurice,73054,351.2,existant,Les Arcs / Bourg-Saint-Maurice
2273E2179044G,2022-09-22,2032-09-21,F,F,appartement,1948-1974,60.0,Bourg-Saint-Maurice,73054,357.8,existant,Les Arcs / Bourg-Saint-Maurice
2673E0764241X,2026-03-18,2036-03-17,F,C,appartement,1989-2000,28.2,La Plagne Tarentaise,73150,423.0,existant,La Plagne
2273E2758111B,2022-11-21,2032-11-20,D,D,appartement,1948-1974,71.0,Bourg-Saint-Maurice,73054,159.2,existant,Les Arcs / Bourg-Saint-Maurice
2273E2179047J,2022-09-22,2032-09-21,F,F,appartement,1948-1974,60.0,Bourg-Saint-Maurice,73054,357.8,existant,Les Arcs / Bourg-Saint-Maurice
2273E3127548E,2022-12-22,2032-12-21,F,C,appartement,1948-1974,49.0,Tignes,73296,419.4,existant,Tignes
2673E0802312E,2026-03-21,2036-03-20,D,B,appartement,1983-1988,21.4,Montvalezan,73176,284.0,existant,La Rosière
2473E0580726O,2024-02-17,2034-02-16,F,F,appartement,1948-1974,64.1,Tignes,73296,302.9,existant,Tignes
2673E0815176Y,2026-03-23,2036-03-22,D,B,appartement,2001-2005,54.8,Bourg-Saint-Maurice,73054,240.0,existant,Les Arcs / Bourg-Saint-Maurice
2673E0801842C,2026-03-21,2036-03-20,D,B,appartement,2001-2005,68.6,Bourg-Saint-Maurice,73054,224.0,existant,Les Arcs / Bourg-Saint-Maurice
2473E4368503H,2024-12-10,2034-12-09,E,C,appartement,1983-1988,56.4,La Plagne Tarentaise,73150,341.5,existant,La Plagne
2273E2758092I,2022-11-21,2032-11-20,D,D,appartement,1948-1974,57.0,Bourg-Saint-Maurice,73054,167.4,existant,Les Arcs / Bourg-Saint-Maurice
2273E3127542Y,2022-12-22,2032-12-21,E,C,appartement,1948-1974,49.0,Tignes,73296,331.3,existant,Tignes
2273E2178985Z,2022-09-22,2032-09-21,F,F,appartement,1948-1974,60.0,Bourg-Saint-Maurice,73054,357.8,existant,Les Arcs / Bourg-Saint-Maurice
2273E2758153R,2022-11-21,2032-11-20,D,D,appartement,1948-1974,62.0,Bourg-Saint-Maurice,73054,164.0,existant,Les Arcs / Bourg-Saint-Maurice
2273E2178990E,2022-09-22,2032-09-21,F,F,appartement,1948-1974,60.0,Bourg-Saint-Maurice,73054,357.8,existant,Les Arcs / Bourg-Saint-Maurice
2473E0791224Q,2024-03-04,2034-03-03,G,C,appartement,1983-1988,30.2,La Plagne Tarentaise,73150,647.9,existant,La Plagne
2273E2763527J,2022-11-21,2032-11-20,F,F,appartement,1948-1974,43.0,Bourg-Saint-Maurice,73054,406.7,existant,Les Arcs / Bourg-Saint-Maurice
2273E0765151T,2022-04-12,2032-04-11,G,G,appartement,1975-1977,42.8,Bourg-Saint-Maurice,73054,521.7,existant,Les Arcs / Bourg-Saint-Maurice
2273E3127530M,2022-12-22,2032-12-21,E,C,appartement,1948-1974,22.0,Tignes,73296,368.2,existant,Tignes
2273E2758132W,2022-11-21,2032-11-20,D,D,appartement,1948-1974,69.0,Bourg-Saint-Maurice,73054,160.1,existant,Les Arcs / Bourg-Saint-Maurice
2273E2763533P,2022-11-21,2032-11-20,F,F,appartement,1948-1974,77.0,Bourg-Saint-Maurice,73054,384.7,existant,Les Arcs / Bourg-Saint-Maurice
2273E3127621Z,2022-12-22,2032-12-21,F,C,appartement,1948-1974,49.0,Tignes,73296,407.8,existant,Tignes
2473E0192292U,2024-01-13,2034-01-12,D,B,appartement,2006-2012,49.8,Bourg-Saint-Maurice,73054,225.3,existant,Les Arcs / Bourg-Saint-Maurice
2573E3739211U,2025-11-27,2035-11-26,C,A,appartement,1975-1977,54.9,Bourg-Saint-Maurice,73054,162.8,existant,Les Arcs / Bourg-Saint-Maurice
2273E3127563T,2022-12-22,2032-12-21,E,C,appartement,1948-1974,49.0,Tignes,73296,331.3,existant,Tignes
2273E2763541X,2022-11-21,2032-11-20,F,F,appartement,1948-1974,62.0,Bourg-Saint-Maurice,73054,392.2,existant,Les Arcs / Bourg-Saint-Maurice
2273E2758100Q,2022-11-21,2032-11-20,D,D,appartement,1948-1974,57.0,Bourg-Saint-Maurice,73054,167.4,existant,Les Arcs / Bourg-Saint-Maurice
2273E2758077T,2022-11-21,2032-11-20,D,D,appartement,1948-1974,35.0,Bourg-Saint-Maurice,73054,186.8,existant,Les Arcs / Bourg-Saint-Maurice
2273E2763531N,2022-11-21,2032-11-20,F,F,appartement,1948-1974,62.0,Bourg-Saint-Maurice,73054,392.2,existant,Les Arcs / Bourg-Saint-Maurice
2273E2179013B,2022-09-22,2032-09-21,F,F,appartement,1948-1974,72.0,Bourg-Saint-Maurice,73054,351.2,existant,Les Arcs / Bourg-Saint-Maurice
2273E2179029R,2022-09-22,2032-09-21,F,F,appartement,1948-1974,60.0,Bourg-Saint-Maurice,73054,357.8,existant,Les Arcs / Bourg-Saint-Maurice
2673E0802096W,2026-03-21,2036-03-20,D,B,appartement,2006-2012,37.9,Bourg-Saint-Maurice,73054,231.0,existant,Les Arcs / Bourg-Saint-Maurice
2273E2758125P,2022-11-21,2032-11-20,D,D,appartement,1948-1974,69.0,Bourg-Saint-Maurice,73054,160.1,existant,Les Arcs / Bourg-Saint-Maurice
2673E0815760K,2026-03-23,2036-03-22,C,A,appartement,1989-2000,67.8,Val-D-Isère,73304,117.6,existant,Val d'Isère
2273E2178994I,2022-09-22,2032-09-21,F,F,appartement,1948-1974,60.0,Bourg-Saint-Maurice,73054,357.8,existant,Les Arcs / Bourg-Saint-Maurice
2273E2758151P,2022-11-21,2032-11-20,D,D,appartement,1948-1974,83.0,Bourg-Saint-Maurice,73054,154.3,existant,Les Arcs / Bourg-Saint-Maurice
2273E3127636O,2022-12-22,2032-12-21,F,C,appartement,1948-1974,62.0,Tignes,73296,414.4,existant,Tignes
2273E3127502K,2022-12-22,2032-12-21,F,C,appartement,1948-1974,61.0,Tignes,73296,401.2,existant,Tignes
2273E3127625D,2022-12-22,2032-12-21,G,C,appartement,1948-1974,62.0,Tignes,73296,500.9,existant,Tignes
2573E3438628X,2025-10-31,2035-10-30,E,E,appartement,1948-1974,47.7,Tignes,73296,197.1,existant,Tignes
2673E0786473Z,2026-03-19,2036-03-18,D,B,appartement,2006-2012,50.2,Sainte-Foy-Tarentaise,73232,186.0,existant,Sainte-Foy
2273E2758129T,2022-11-21,2032-11-20,D,D,appartement,1948-1974,69.0,Bourg-Saint-Maurice,73054,160.1,existant,Les Arcs / Bourg-Saint-Maurice
2573E3232751O,2025-10-13,2035-10-12,F,C,appartement,1978-1982,19.9,Tignes,73296,487.7,existant,Tignes
2473E1646563H,2024-05-07,2034-05-06,E,E,appartement,1948-1974,52.2,Val-D-Isère,73304,254.6,existant,Val d'Isère
2273E2763543Z,2022-11-21,2032-11-20,F,F,appartement,1948-1974,43.0,Bourg-Saint-Maurice,73054,406.7,existant,Les Arcs / Bourg-Saint-Maurice
2273E2758148M,2022-11-21,2032-11-20,D,D,appartement,1948-1974,83.0,Bourg-Saint-Maurice,73054,154.3,existant,Les Arcs / Bourg-Saint-Maurice
2673E0778159F,2026-03-19,2036-03-18,E,E,appartement,1975-1977,22.0,Val-D-Isère,73304,204.0,existant,Val d'Isère
2273E3127546C,2022-12-22,2032-12-21,F,C,appartement,1948-1974,49.0,Tignes,73296,407.8,existant,Tignes
2373E4193223S,2023-12-06,2033-12-05,E,C,maison,1989-2000,387.4,Val-D-Isère,73304,300.3,existant,Val d'Isère
2273E3127651D,2022-12-22,2032-12-21,G,C,appartement,1948-1974,62.0,Tignes,73296,512.4,existant,Tignes
2573E1782451U,2025-05-30,2035-05-29,E,E,appartement,1989-2000,36.2,Tignes,73296,249.2,existant,Tignes
2673E0787141R,2026-03-19,2036-03-18,D,B,appartement,2006-2012,52.8,Montvalezan,73176,207.0,existant,La Rosière
2273E2179021J,2022-09-22,2032-09-21,F,F,appartement,1948-1974,86.0,Bourg-Saint-Maurice,73054,345.9,existant,Les Arcs / Bourg-Saint-Maurice
2273E2758155T,2022-11-21,2032-11-20,D,D,appartement,1948-1974,62.0,Bourg-Saint-Maurice,73054,164.0,existant,Les Arcs / Bourg-Saint-Maurice
2273E3127554K,2022-12-22,2032-12-21,E,C,appartement,1948-1974,49.0,Tignes,73296,331.3,existant,Tignes
2673E0749462M,2026-03-17,2036-03-16,F,C,appartement,avant 1948,24.0,Bourg-Saint-Maurice,73054,507.0,existant,Les Arcs / Bourg-Saint-Maurice
2273E2758105V,2022-11-21,2032-11-20,D,D,appartement,1948-1974,71.0,Bourg-Saint-Maurice,73054,159.2,existant,Les Arcs / Bourg-Saint-Maurice
2273E2758150O,2022-11-21,2032-11-20,D,D,appartement,1948-1974,83.0,Bourg-Saint-Maurice,73054,154.3,existant,Les Arcs / Bourg-Saint-Maurice
2273E2178988C,2022-09-22,2032-09-21,F,F,appartement,1948-1974,60.0,Bourg-Saint-Maurice,73054,357.8,existant,Les Arcs / Bourg-Saint-Maurice
2473E0791913D,2024-03-04,2034-03-03,F,C,appartement,1983-1988,50.4,La Plagne Tarentaise,73150,433.2,existant,La Plagne
2673E0802233D,2026-03-21,2036-03-20,E,B,appartement,1978-1982,33.3,La Plagne Tarentaise,73150,290.0,existant,La Plagne
2573E2578968B,2025-08-08,2035-08-07,E,B,appartement,1983-1988,20.9,Bourg-Saint-Maurice,73054,300.4,existant,Les Arcs / Bourg-Saint-Maurice
2273E2455727X,2022-10-20,2032-10-19,G,G,maison,avant 1948,78.0,Bourg-Saint-Maurice,73054,407.0,existant,Les Arcs / Bourg-Saint-Maurice
2373E1409683M,2023-04-27,2033-04-26,D,B,appartement,1978-1982,112.0,La Plagne Tarentaise,73150,192.1,existant,La Plagne
2273E2758079V,2022-11-21,2032-11-20,D,D,appartement,1948-1974,49.0,Bourg-Saint-Maurice,73054,173.9,existant,Les Arcs / Bourg-Saint-Maurice
2273E2758123N,2022-11-21,2032-11-20,D,D,appartement,1948-1974,69.0,Bourg-Saint-Maurice,73054,160.1,existant,Les Arcs / Bourg-Saint-Maurice
2273E2758114E,2022-11-21,2032-11-20,D,D,appartement,1948-1974,71.0,Bourg-Saint-Maurice,73054,159.2,existant,Les Arcs / Bourg-Saint-Maurice
2673E0750215L,2026-03-17,2036-03-16,D,B,appartement,avant 1948,58.0,Bourg-Saint-Maurice,73054,200.0,existant,Les Arcs / Bourg-Saint-Maurice
2273E2179035X,2022-09-22,2032-09-21,F,F,appartement,1948-1974,60.0,Bourg-Saint-Maurice,73054,357.8,existant,Les Arcs / Bourg-Saint-Maurice
2573E4001353E,2025-12-22,2035-12-21,E,C,appartement,1978-1982,23.5,La Plagne Tarentaise,73150,319.6,existant,La Plagne
2273E2179053P,2022-09-22,2032-09-21,F,F,appartement,1948-1974,60.0,Bourg-Saint-Maurice,73054,357.8,existant,Les Arcs / Bourg-Saint-Maurice
2673E0758998G,2026-03-17,2036-03-16,E,E,appartement,1948-1974,26.9,Tignes,73296,205.0,existant,Tignes
2273E2179018G,2022-09-22,2032-09-21,F,F,appartement,1948-1974,72.0,Bourg-Saint-Maurice,73054,351.2,existant,Les Arcs / Bourg-Saint-Maurice
2273E2758158W,2022-11-21,2032-11-20,D,D,appartement,1948-1974,62.0,Bourg-Saint-Maurice,73054,164.0,existant,Les Arcs / Bourg-Saint-Maurice
2273E2758141F,2022-11-21,2032-11-20,D,D,appartement,1948-1974,58.0,Bourg-Saint-Maurice,73054,166.7,existant,Les Arcs / Bourg-Saint-Maurice
2673E0801589J,2026-03-21,2036-03-20,E,B,appartement,1989-2000,27.2,La Plagne Tarentaise,73150,309.0,existant,La Plagne
2273E2178999N,2022-09-22,2032-09-21,F,F,appartement,1948-1974,73.0,Bourg-Saint-Maurice,73054,350.8,existant,Les Arcs / Bourg-Saint-Maurice
2273E3127646Y,2022-12-22,2032-12-21,F,C,appartement,1948-1974,62.0,Tignes,73296,414.4,existant,Tignes
2373E4544755E,2023-10-31,2033-10-30,D,B,appartement,1983-1988,38.9,Tignes,73296,207.1,existant,Tignes
2673E0802197T,2026-03-21,2036-03-20,E,B,appartement,1978-1982,33.3,La Plagne Tarentaise,73150,304.0,existant,La Plagne
2273E3127507P,2022-12-22,2032-12-21,E,C,appartement,1948-1974,22.0,Tignes,73296,356.7,existant,Tignes
2673E0811493H,2026-03-23,2036-03-22,G,C,appartement,avant 1948,50.9,Bourg-Saint-Maurice,73054,519.0,existant,Les Arcs / Bourg-Saint-Maurice
2273E3127484S,2022-12-22,2032-12-21,E,C,appartement,1948-1974,61.0,Tignes,73296,324.5,existant,Tignes
2273E3127536S,2022-12-22,2032-12-21,E,C,appartement,1948-1974,49.0,Tignes,73296,331.3,existant,Tignes
2673E0771648U,2026-03-18,2036-03-17,F,C,appartement,1978-1982,22.1,La Plagne Tarentaise,73150,474.0,existant,La Plagne
2273E2179001P,2022-09-22,2032-09-21,F,F,appartement,1948-1974,73.0,Bourg-Saint-Maurice,73054,350.8,existant,Les Arcs / Bourg-Saint-Maurice
2273E2179040C,2022-09-22,2032-09-21,F,F,appartement,1948-1974,60.0,Bourg-Saint-Maurice,73054,357.8,existant,Les Arcs / Bourg-Saint-Maurice
2273E3127532O,2022-12-22,2032-12-21,F,C,appartement,1948-1974,49.0,Tignes,73296,419.4,existant,Tignes
2273E2763544A,2022-11-21,2032-11-20,F,F,appartement,1948-1974,62.0,Bourg-Saint-Maurice,73054,392.2,existant,Les Arcs / Bourg-Saint-Maurice
2273E2179004S,2022-09-22,2032-09-21,F,F,appartement,1948-1974,73.0,Bourg-Saint-Maurice,73054,350.8,existant,Les Arcs / Bourg-Saint-Maurice
2673E0811957D,2026-03-23,2036-03-22,C,A,appartement,1989-2000,41.3,Val-D-Isère,73304,123.8,existant,Val d'Isère
2373E2428692D,2023-07-10,2033-07-09,F,F,appartement,1948-1974,43.1,Val-D-Isère,73304,260.0,existant,Val d'Isère
2273E3127522E,2022-12-22,2032-12-21,D,B,appartement,1948-1974,22.0,Tignes,73296,284.6,existant,Tignes
2273E2758140E,2022-11-21,2032-11-20,D,D,appartement,1948-1974,58.0,Bourg-Saint-Maurice,73054,166.7,existant,Les Arcs / Bourg-Saint-Maurice
2673E0811441H,2026-03-23,2036-03-22,F,C,appartement,avant 1948,75.8,Bourg-Saint-Maurice,73054,401.0,existant,Les Arcs / Bourg-Saint-Maurice
2273E2763524G,2022-11-21,2032-11-20,F,F,appartement,1948-1974,62.0,Bourg-Saint-Maurice,73054,392.2,existant,Les Arcs / Bourg-Saint-Maurice
2673E0814083X,2026-03-23,2036-03-22,B,A,appartement,1989-2000,33.3,Val-D-Isère,73304,93.9,existant,Val d'Isère
2273E2763521D,2022-11-21,2032-11-20,F,F,appartement,1948-1974,63.0,Bourg-Saint-Maurice,73054,391.6,existant,Les Arcs / Bourg-Saint-Maurice
2673E0757341N,2026-03-17,2036-03-16,F,C,appartement,1978-1982,22.1,La Plagne Tarentaise,73150,479.0,existant,La Plagne
2273E2763535R,2022-11-21,2032-11-20,F,F,appartement,1948-1974,43.0,Bourg-Saint-Maurice,73054,406.7,existant,Les Arcs / Bourg-Saint-Maurice
2673E0762116E,2026-03-18,2036-03-17,D,B,appartement,1948-1974,21.0,Bourg-Saint-Maurice,73054,233.0,existant,Les Arcs / Bourg-Saint-Maurice
2273E2179019H,2022-09-22,2032-09-21,F,F,appartement,1948-1974,86.0,Bourg-Saint-Maurice,73054,345.9,existant,Les Arcs / Bourg-Saint-Maurice
2673E0761859H,2026-03-18,2036-03-17,E,E,appartement,1948-1974,12.0,Tignes,73296,288.0,existant,Tignes
2673E0814498W,2026-03-23,2036-03-22,D,B,appartement,2001-2005,55.2,Bourg-Saint-Maurice,73054,231.0,existant,Les Arcs / Bourg-Saint-Maurice
2273E2763542Y,2022-11-21,2032-11-20,F,F,appartement,1948-1974,77.0,Bourg-Saint-Maurice,73054,384.7,existant,Les Arcs / Bourg-Saint-Maurice
2673E0808984U,2026-03-23,2036-03-22,C,A,appartement,1989-2000,43.2,Val-D-Isère,73304,157.3,existant,Val d'Isère
2273E2179049L,2022-09-22,2032-09-21,F,F,appartement,1948-1974,60.0,Bourg-Saint-Maurice,73054,357.8,existant,Les Arcs / Bourg-Saint-Maurice
2273E2763522E,2022-11-21,2032-11-20,F,F,appartement,1948-1974,43.0,Bourg-Saint-Maurice,73054,406.7,existant,Les Arcs / Bourg-Saint-Maurice
2273E2758073P,2022-11-21,2032-11-20,D,D,appartement,1948-1974,35.0,Bourg-Saint-Maurice,73054,186.8,existant,Les Arcs / Bourg-Saint-Maurice
2673E0809060S,2026-03-23,2036-03-22,C,A,appartement,1989-2000,34.5,Val-D-Isère,73304,138.6,existant,Val d'Isère
2273E2179026O,2022-09-22,2032-09-21,F,F,appartement,1948-1974,86.0,Bourg-Saint-Maurice,73054,345.9,existant,Les Arcs / Bourg-Saint-Maurice
2373E4334926V,2023-12-15,2033-12-14,E,C,appartement,1978-1982,17.8,Val-D-Isère,73304,383.6,existant,Val d'Isère
2273E2758157V,2022-11-21,2032-11-20,D,D,appartement,1948-1974,62.0,Bourg-Saint-Maurice,73054,164.0,existant,Les Arcs / Bourg-Saint-Maurice
2473E3759899L,2024-10-25,2034-10-24,E,C,appartement,1983-1988,23.8,Montvalezan,73176,360.6,existant,La Rosière
2673E0849587L,2026-03-26,2036-03-25,E,C,appartement,2001-2005,147.0,Montvalezan,73176,358.0,existant,La Rosière
2173E0503593U,2021-10-14,2031-10-13,D,B,maison,2006-2012,330.2,La Plagne Tarentaise,73150,245.7,existant,La Plagne
2673E0838105V,2026-03-25,2036-03-24,B,A,maison,après 2021,360.0,Montvalezan,73176,76.0,existant,La Rosière
2673E0889299V,2026-03-30,2036-03-28,D,D,appartement,2013-2021,124.9,Montvalezan,73176,184.0,existant,La Rosière
2673E0879793F,2026-03-28,2036-03-27,E,E,appartement,1948-1974,30.5,Tignes,73296,185.0,existant,Tignes
2673E0845855X,2026-03-25,2036-03-24,E,C,appartement,1978-1982,31.8,Bourg-Saint-Maurice,73054,397.0,existant,Les Arcs / Bourg-Saint-Maurice
2673E0890483J,2026-03-30,2036-03-28,D,B,appartement,1978-1982,77.1,Bourg-Saint-Maurice,73054,212.0,existant,Les Arcs / Bourg-Saint-Maurice
2673E0875465T,2026-03-27,2036-03-26,C,B,appartement,1978-1982,48.8,Bourg-Saint-Maurice,73054,176.0,existant,Les Arcs / Bourg-Saint-Maurice
2573E3407186P,2025-10-29,2035-10-28,E,C,appartement,1983-1988,27.3,Val-D-Isère,73304,402.4,existant,Val d'Isère
2473E0843484Q,2024-03-01,2034-02-28,D,B,appartement,1989-2000,58.8,Val-D-Isère,73304,227.5,existant,Val d'Isère
2573E3671453S,2025-11-21,2035-11-20,E,C,appartement,1983-1988,24.7,Val-D-Isère,73304,398.8,existant,Val d'Isère
2473E3005911X,2024-08-30,2034-08-29,E,C,appartement,1989-2000,81.2,Tignes,73296,325.1,existant,Tignes
2573E2771947I,2025-09-02,2035-09-01,E,E,maison,2001-2005,140.2,Sainte-Foy-Tarentaise,73232,308.4,existant,Sainte-Foy
2573E1524552P,2025-05-07,2035-05-06,E,C,appartement,avant 1948,82.0,Val-D-Isère,73304,298.0,existant,Val d'Isère
2673E0880112M,2026-03-28,2036-03-27,D,B,appartement,1978-1982,33.1,Tignes,73296,193.0,existant,Tignes
2673E0834325L,2026-03-25,2036-03-24,E,C,appartement,1983-1988,36.5,Bourg-Saint-Maurice,73054,311.0,existant,Les Arcs / Bourg-Saint-Maurice
2573E3145911O,2025-10-04,2035-10-03,E,C,maison,1989-2000,126.2,La Plagne Tarentaise,73150,296.3,existant,La Plagne
2673E0847881V,2026-03-25,2036-03-24,E,C,appartement,1989-2000,58.8,La Plagne Tarentaise,73150,305.7,existant,La Plagne
2273E2980273T,2022-12-09,2032-12-08,F,F,appartement,1948-1974,20.1,Sainte-Foy-Tarentaise,73232,295.6,existant,Sainte-Foy
2573E1893197G,2025-06-10,2035-06-09,F,F,appartement,1948-1974,37.8,Tignes,73296,343.0,existant,Tignes
2673E0881401B,2026-03-29,2036-03-28,E,C,appartement,2001-2005,36.5,Bourg-Saint-Maurice,73054,383.0,existant,Les Arcs / Bourg-Saint-Maurice
2673E0819738K,2026-03-24,2036-03-23,C,C,appartement,après 2021,85.8,La Plagne Tarentaise,73150,116.0,existant,La Plagne
2573E1388294X,2025-04-24,2035-04-23,E,E,appartement,2001-2005,50.4,Sainte-Foy-Tarentaise,73232,193.3,existant,Sainte-Foy
2573E0377151U,2025-02-04,2035-02-03,D,D,appartement,2006-2012,55.0,Tignes,73296,123.2,existant,Tignes
2673E0833161R,2026-03-24,2036-03-23,D,B,appartement,1948-1974,19.0,La Plagne Tarentaise,73150,267.0,existant,La Plagne
2573E3883654H,2025-12-11,2035-12-10,E,C,appartement,1975-1977,24.3,La Plagne Tarentaise,73150,372.5,existant,La Plagne
2673E0881742E,2026-03-29,2036-03-28,F,C,maison,1978-1982,62.4,La Plagne Tarentaise,73150,469.0,existant,La Plagne
2673E0827840A,2026-03-24,2036-03-23,D,B,appartement,2006-2012,35.3,Bourg-Saint-Maurice,73054,217.0,existant,Les Arcs / Bourg-Saint-Maurice
2673E0820575P,2026-03-24,2036-03-23,E,C,appartement,1978-1982,18.5,Bourg-Saint-Maurice,73054,401.2,existant,Les Arcs / Bourg-Saint-Maurice
2573E2644589Y,2025-08-19,2035-08-18,D,B,appartement,1975-1977,42.8,Bourg-Saint-Maurice,73054,194.4,existant,Les Arcs / Bourg-Saint-Maurice
2473E2916861X,2024-08-21,2034-08-20,D,B,maison,après 2021,86.2,La Plagne Tarentaise,73150,205.4,existant,La Plagne
2673E0832678C,2026-03-24,2036-03-23,E,C,appartement,1978-1982,27.7,Bourg-Saint-Maurice,73054,404.0,existant,Les Arcs / Bourg-Saint-Maurice
2673E0837531T,2026-03-25,2036-03-24,B,A,maison,après 2021,360.0,Montvalezan,73176,76.0,existant,La Rosière
2673E0877261V,2026-03-27,2036-03-26,C,A,maison,2013-2021,199.7,Val-D-Isère,73304,143.0,existant,Val d'Isère
2673E0832843L,2026-03-24,2036-03-23,F,C,appartement,1978-1982,16.3,Bourg-Saint-Maurice,73054,513.0,existant,Les Arcs / Bourg-Saint-Maurice
2673E0865049D,2026-03-27,2036-03-26,E,B,appartement,2006-2012,45.9,La Plagne Tarentaise,73150,255.0,existant,La Plagne
2673E0816688C,2026-03-23,2036-03-22,E,B,appartement,1978-1982,27.4,Bourg-Saint-Maurice,73054,296.0,existant,Les Arcs / Bourg-Saint-Maurice
2673E0858669T,2026-03-26,2036-03-25,E,B,appartement,2006-2012,57.1,Tignes,73296,282.0,existant,Tignes
2273E2758136A,2022-11-21,2032-11-20,D,D,appartement,1948-1974,58.0,Bourg-Saint-Maurice,73054,166.7,existant,Les Arcs / Bourg-Saint-Maurice
2273E2179014C,2022-09-22,2032-09-21,F,F,appartement,1948-1974,72.0,Bourg-Saint-Maurice,73054,351.2,existant,Les Arcs / Bourg-Saint-Maurice
2673E0814909R,2026-03-23,2036-03-22,B,A,appartement,1989-2000,33.8,Val-D-Isère,73304,92.9,existant,Val d'Isère
2673E0781068C,2026-03-19,2036-03-18,D,D,appartement,2001-2005,62.9,Peisey-Nancroix,73197,166.0,existant,Peisey-Vallandry
2673E0802811J,2026-03-22,2036-03-21,E,C,appartement,1989-2000,45.8,La Plagne Tarentaise,73150,325.0,existant,La Plagne
2573E4001408H,2025-12-22,2035-12-21,E,C,appartement,1978-1982,15.4,La Plagne Tarentaise,73150,357.7,existant,La Plagne
2273E2758119J,2022-11-21,2032-11-20,D,D,appartement,1948-1974,71.0,Bourg-Saint-Maurice,73054,159.2,existant,Les Arcs / Bourg-Saint-Maurice
2273E2179051N,2022-09-22,2032-09-21,F,F,appartement,1948-1974,60.0,Bourg-Saint-Maurice,73054,357.8,existant,Les Arcs / Bourg-Saint-Maurice
2273E2758084A,2022-11-21,2032-11-20,D,D,appartement,1948-1974,35.0,Bourg-Saint-Maurice,73054,186.8,existant,Les Arcs / Bourg-Saint-Maurice
2573E2530132T,2025-08-01,2035-07-31,F,C,appartement,1975-1977,48.6,Bourg-Saint-Maurice,73054,428.0,existant,Les Arcs / Bourg-Saint-Maurice
2273E2179009X,2022-09-22,2032-09-21,F,F,appartement,1948-1974,73.0,Bourg-Saint-Maurice,73054,350.8,existant,Les Arcs / Bourg-Saint-Maurice
2273E2758072O,2022-11-21,2032-11-20,D,D,appartement,1948-1974,49.0,Bourg-Saint-Maurice,73054,173.9,existant,Les Arcs / Bourg-Saint-Maurice
2273E2758089F,2022-11-21,2032-11-20,D,D,appartement,1948-1974,57.0,Bourg-Saint-Maurice,73054,167.4,existant,Les Arcs / Bourg-Saint-Maurice
2673E0820617F,2026-03-24,2036-03-23,E,C,appartement,1978-1982,22.3,Bourg-Saint-Maurice,73054,332.6,existant,Les Arcs / Bourg-Saint-Maurice
2273E2763526I,2022-11-21,2032-11-20,F,F,appartement,1948-1974,77.0,Bourg-Saint-Maurice,73054,384.7,existant,Les Arcs / Bourg-Saint-Maurice
2673E0834314A,2026-03-25,2036-03-24,D,B,appartement,1948-1974,36.5,Bourg-Saint-Maurice,73054,231.0,existant,Les Arcs / Bourg-Saint-Maurice
2273E3127478M,2022-12-22,2032-12-21,E,C,appartement,1948-1974,61.0,Tignes,73296,324.5,existant,Tignes
2273E2758143H,2022-11-21,2032-11-20,D,D,appartement,1948-1974,58.0,Bourg-Saint-Maurice,73054,166.7,existant,Les Arcs / Bourg-Saint-Maurice
2673E0806278S,2026-03-23,2036-03-22,E,B,maison,1983-1988,147.4,Montvalezan,73176,263.0,existant,La Rosière
2273E3127525H,2022-12-22,2032-12-21,D,B,appartement,1948-1974,22.0,Tignes,73296,284.6,existant,Tignes
2673E0953473B,2026-04-05,2036-04-04,E,C,maison,2001-2005,336.3,La Plagne Tarentaise,73150,338.0,existant,La Plagne
2673E0938150S,2026-04-02,2036-04-01,E,C,appartement,1978-1982,22.8,Bourg-Saint-Maurice,73054,417.0,existant,Les Arcs / Bourg-Saint-Maurice
2673E0928269R,2026-04-02,2036-04-01,F,F,appartement,1948-1974,18.4,Tignes,73296,316.0,existant,Tignes
2673E0909602S,2026-03-31,2036-03-29,E,C,appartement,2001-2005,36.3,La Plagne Tarentaise,73150,392.0,existant,La Plagne
2673E0936729B,2026-04-02,2036-04-01,D,B,appartement,1948-1974,21.0,Bourg-Saint-Maurice,73054,233.0,existant,Les Arcs / Bourg-Saint-Maurice
